Companyname;CVR;Telefonnumre
MIDTBYENS AUTO V/PETER SVENSTRUP;18855542;
Carlsen Ejendomsservice;18855593;
AALBORG BOLIGADMINISTRATION ApS;18376989;
ECOSTYLE A/S;18929007;
SMILLA & CO. ApS;18356007;
LANDBRUG KJELD NISSEN;18353482;
Arne Hansen;18308207;
BUSINESSMANN A/S;19002993;
RYGCENTER SKJERN TVÆRFAGLIG KIROPRAKTOR KLINIK ApS;19005895;
I/S DØSTRUP SAVVÆRK & EMBALLAGEFABRIK;18295830;
Hee Flytteforretning og Møbelopbevaring v/Benny Siig;18280795;
SYDHAVNENS GRILL V/JOHN SJØSTRØM;19009203;
ØRSKOVS FRUGTPLANTAGE ApS;19011836;
DANSK UDENRIGSPOLITISK INSTITUT D U P I;19017788;
thomas praefab Østervrå A/S;19056090;
MAHOGNI FILM ApS;19068498;
BESTSELLER RETAIL EUROPE A/S;19082075;
LANDMAND KRESTEN SØNDERGAARD;19090639;
Ejendommen Hospitalsgade 1 v/Christian Pedersen;19092577;
Bagel Express;19105989;
HENRIK ANDKJÆR ApS;19123499;
JØRGEN S. LUNDSGAARD;19128040;
DEN SELVEJENDE INST RIGSHOSPITALETS KOLLEGIUM;19136647;
INVECTUS SOL/ CHRISTIAN HANS BJERNEMARK;19146901;
PANDRUP-KAAS SMEDE & VVS A/S;17485393;
Frank W M Miezenbeek;19165744;
Hotel Harmonien v/Dorthe & Jan Nygård Sørensen;17457292;
ALLAN HANSEN EJENDOMSMÆGLERFIRMA ApS;17447408;
FONDEN RIBE BYFERIE RESORT;17423932;
SVENDBORG MØBELTRANSPORT OG FLYTTEFORRETNING V/ MICHAEL PEDERSEN;17422677;
Lægerne på Strandboulevarden I/S;17417983;
Vellerup Sommerby Vandværk A.M.B.A;19217655;
HusCompagniet Production A/S;19270742;
LOURUP VVS ApS;18626780;
Aunsbjerg A/S;18628139;
MILAS v/Minna Lund;18432447;
Kauslunde Kro v/John Boisen;18666375;
Dansk Afløbsrenovering v/Henrik Johansen;18671182;
Entreprenørfirmaet Ole Kristoffersen;18673630;
BLYTÆKKER MICHAELSEN A/S;18684985;
MARIE DYBRON HOFFS FOND;18918404;
HENNING LARSEN ARCHITECTS A/S;18940884;
SKOVRESTAURANT SKYTTEGAARDEN ApS;18964236;
Restaurant Ö;18989786;
LÆDERIET ApS;19006042;
MALERMESTER JESPER HAUGAARD HANSEN;19007200;
BC CATERING KOLDING A/S;19435598;
SCANDLINES CATERING ApS;18424649;
kim petersen udlejning;18394243;
Tåstrup Grill Kebab;19452301;
ÅBO A/S;18388243;
BRAMSGAARD ApS;18686031;
GIULIA ApS;19506770;
Th Mikkelsen og Hustrus Mindelegatfond;18694506;
INDUSTRICAFEEN V/ LONE SØBORG CHRISTENSEN;19525279;
Cab Group;19525538;
Pilegaardens Udlejning;19530191;
Klubhus Grillen;17998145;
Dine læger - Leth Bøg og Damgaard I/S;17941593;
Paradehuset-orangeri + tegnestue v/Gregory Bryan Kobett;17915886;
ORELUND CLAUS BREJNHOLT JACOBSEN;17909207;
Din Rengørings Service v/Eva Kløcker;17890883;
THE AUSTRALIAN BAR KØBENHAVN ApS;17890670;
ØJENKLINIKKEN V/JESPER SKOV;19592472;
PREBEN SIIGERS FOND;19605906;
Nordmarken Vand A.M.B.A;17883615;
J B Taxi v/Jan Bengtsson;17864130;
Fonden Gamle Sønderho;17863428;
PROFESSOR DR. JUR. MAX SØRENSENS MINDELEGAT;17823884;
Kiropraktisk Klinik I/S;17821636;
Forskerparken I/S;17814702;
SLAGTER THEILGAARD A/S;19639797;
JOCHUMSENS VVS & BLIK ApS;19640280;
AFRODITE. VARDE ApS;19644189;
Lægerne Nordås I/S;17808699;
Wollesen;17788086;
BIG BEN OLD ENGLISH PUB ApS;17787403;
ANDELSTANKEN AF 1996 A.m.b.a.;19705188;
Estate v/Peter Sepstrup;19709485;
Granly;19722090;
WWW.PIZZERIAITALIA.ApS;19725340;
GRØNNE DANMARK A.M.B.A.;19725545;
PALLE HERMANSEN ApS;19731189;
Andre Niemeijer;17773275;
THVILUM A/S;17756206;
Papas Cafe & Pizzeria;17737880;
AUTOHJØRNET VILDBJERG ApS;17719092;
Mosegaard Entreprise v/ Henrik Larsen;19747476;
CENTERBAGERIET/SUSANNE NIELSEN;17700200;
Oles Smedeforretning v/Ole Nielsen;19772675;
TBA Trading;17658670;
KIROPRAKTOR CARSTEN HVIID V/CARSTEN HVIID;17655876;
Cafe Victoria v/Ali Fallah;19798070;
CIRKUS KROEN V/LARS BRÆNDSTRUP ANDERSEN;19803341;
Staudemarken v/Tina Møller;19809471;
CAFE & SPISEHUSET MADKUNSTEN V/HENRIETTE LARSEN;19811395;
MURERFIRMAET PHA TEGLBYGGERI V/PREBEN ANDERSEN;19821196;
SLAGBALLE MALERFORRETNING V/JAN SKOVVANG NIELSEN;17636480;
JESPER ABILDGAARD JENSEN;19837092;
KIPO INVEST ApS;19838803;
ONEMED A/S;19846679;
SINTEX A/S;19848086;
MICHAEL VESTBY ENGEMANN;19861171;
DANFOSS POWER ELECTRONICS A/S;19883876;
HERTUGBURGEREN/NGO VAN SANH;19884686;
RØNNEDE BILCENTER V/SEBASTIAN ANDERSEN;17635549;
LÆGE CHARLOTTE MAGNUS;17595679;
SCHOU-FONDET;17582011;
Bavnehøjfonden;19939812;
APGAR DANMARK A/S;17533533;
EGE FONDEN - VIBEKE OG MADS EG DAMGAARDS FOND;19991393;
SPECIALTANDLÆGER I ORTODONTI ApS;20015888;
NETS Denmark A/S;20016175;
Cafe Lilly;20036745;
TØMRERFIRMAET SØREN MIKKELSEN ApS;20040491;
Ejendommen Østergade 66;17513893;
BENLØSE RUNDINGS VANDVÆRK;17494910;
Karen og Olga Nybyes Fond;20088575;
TØMRER KIM FYHN;17492004;
Speciallæge Niels Anker Lund;17486381;
Den Stolte Slagter;17476475;
HUJ A/S;18586908;
Den selvejende institution Elmelund;19185001;
GRENAA HYDRAULIK A/S;19193292;
Fishlab/Hestelaboratoriet v/ Kirsten Engell-Sørensen;19204146;
HOLMGÅRD RENS & VASK - Næstved ApS;18605589;
Jesper Kaack;19226794;
TODBJERG CITY A/S;20153709;
Kok/Martin Uggerhal;20157704;
Ejegodbageren v/Uffe Brian Jensen;20167645;
DELAI ApS;18665689;
ETK EMS Næstved A/S;20172800;
HENNING INGEMAN RASMUSSEN;20182504;
Omda A/S;20199180;
CLEANin;19298272;
VORDINGBORGVEJ 68 ApS;19301591;
HANS FOXBY`S FOND;19314782;
Østergaard Frugt og Most;19347206;
SCANCOAT A/S;20220139;
LANDBRUG PREBEN HELTH JENSEN;19355535;
SPECIALLÆGERNE BUDOLFI PLADS 1-3 9000 AALBORG I/S;19357317;
Novatech Denmark A/S;20229136;
PERS METAL ApS;20231831;
AAA .Kinesisk Rengøring v/Ya-Shu Chang;19358445;
Koki Denmark A/S;20247703;
LØJSTRUP DAMBRUG A/S;19391078;
CAMTECH ApS;20251646;
WIIK & CO. A/S;20252944;
LANDMAND THOMAS JUNG JOHANSEN;19405699;
STEELCOM ApS;19412776;
Lægerne ved Sauers Plads I/S;19420914;
INTERN A/S;20284072;
MELSING ENGINEERING & CONSULTING ApS;20286830;
Bryan Nails ApS;20288140;
NORDENSKOV INDUSTRI MONTAGE ApS;18250535;
NYHOLM V/FLEMMING JULSGAARD;18238292;
KNI MASKINSTATION JENS GRAABÆK HANSEN;18228130;
Nordjyllands Skrothandel;20310871;
Mortens Kro v/ Morten Nielsen;20342536;
ALBATROS TRAVEL A/S;20342781;
Helle Skoven Lock;20360895;
Marie og Victor Haagen-Müllers Fond;20368209;
TANDLÆGE GITTE STRØM;18226405;
LBB Udlejning;20389486;
HØKERNES HUS OG FILANTROPISKE VIRKE;18202719;
MOSEK ApS;20437537;
GÅRDEJER VILLY KRISTENSEN;20459786;
ROPOX A/S;20461934;
KHC EJENDOMSSELSKAB ApS;18198347;
STIFTELSEN DE FORENEDE SNEDKERE AF1862.;18183315;
Jens Dalsgaard;18176939;
PORC-EX A/S;20470399;
INTERFLUX DANMARK ApS;20481145;
clausdalby.dk A/S;18161079;
EUROPEAN STAGING ApS;18157446;
Power El;20510633;
Ejendommene Gammel Kongevej 67-69 I/S;18136538;
RESTAURATIONSANPARTSSELSKABET RYLA;18125773;
ADOLF ANDERSENS FAMILIELEGAT;20531517;
ADOLF OG AGNES ANDERSENS FAMILIELEGAT;20531916;
Pres-Vac Engineering A/S;20545739;
Alt i Træer v/Tom Malling;20554479;
KENT MINDING;20559187;
Lægerne Tilst I/S;20566442;
S/I Museum Kolding;18119897;
ENERGICENTER FYN A/S;20575905;
EJENDOMSSELSKABET SPANGSBJERGHAVEN ApS. ESBJERG;18115336;
H.M.E. AGENTUR ApS;20598077;
LANDBRUG V/JAN LAUERSEN;20599790;
BIMI ApS;20600136;
JEANOS ApS;20602635;
ROMA PIZZARIA V/RAMAZAN KOYLØ;20611278;
Consulit v/Bjarke Kristensen;18096072;
L H - 98 V/LENE HJORTH;20642777;
GRENAA FISKERIFORENING;20645628;
Lægerne Bernstorffsvej;20645970;
Mouldshop A/S;20649003;
WILLAUME ApS;20649577;
SUPERDØGNEREN SUSSI A NØRSKOV;20658800;
B.D Montage v/Brian Dahlmann;18087790;
GUDME VANDVÆRK;18072211;
Aktivitetscafeen Den Blå Paraply Randers;18069571;
A. B. GLAS ApS;20679980;
FRU IRMA BREGNSBO FOND;20698799;
LÆGERNE TOFTLUND ApS. ALMENT PRAKTISERENDE;18067382;
CLAUS BRUUN JØRGENSEN;18062909;
Konditor Bager v/Morten Clausen;18043041;
Tandklinikken v/Jesper Vishart;18023695;
BJ Service;19446778;
Udlejning v/Svend-Erik Steen Steen;20726083;
Holbæk Rengøring & Vinduespolering v/Henrik Kargaard;19448584;
Bendtes Rengøring og ejendomsservice;19469778;
Rundhøj Pizza & Grill v/Amir Masoud Ehtesham;20735848;
JOHNNY SØRENSEN BROLÆGNING & ENTREPRENØR;20748907;
PHOENIX DESIGN AID A/S;20771291;
JACO SUPERMARKEDER A/S;20775149;
BioCARE;20775386;
Michael Brandt;19479374;
Tandlæge Lene Lyst;20820195;
Gaarden Birkedal;20826231;
Sannes Vinduespolering;20826983;
KLIPIN V/OLE KNUDSEN;20846585;
GREEN COMFORT A/S;18000199;
Jackpot Automater ApS;19563502;
MADS MEJNERTSEN / REG. BESLAGSMED ApS;19576671;
FREDEBO TRANSPORT VILLY JØRGENSEN;19589498;
Malermester F. Nielsen;20904585;
RESTAURATIONSSELSKABET AF 1/6 1996 ApS;19590100;
Malkon v/Jørn Malling;19591301;
Bente Wittrup Præstebrogaard;19621375;
UNIQUE TRADING DANMARK A/S;19627608;
BROSSI INTERNATIONAL ApS;20944595;
Frankdk v/Frank R Andersen;20945788;
Fagerlund Stålmontage I/S v/Morten C. Fagerlund;20951184;
MIND interessentskab;19628671;
Alleens Fysioterapi & Sportsklinik V/Henriette Heingart Klit;19632105;
TORSTED SKOVGAARD ApS;19636208;
ODDER TØMRER- OG SNEDKERFORRETNING ApS;20971649;
VIKING LOGISTIK OG SPEDITION ApS;19639444;
SCHOU RASMUSSEN A/S;20977582;
DSH-REVISION ApS;19674193;
AimIT A/S;20978937;
Tækkemand Gert Ludvigsen;19674576;
STEENBEK A/S;19676803;
Kn Rengøring Henrik Krogstrup Nielsen;19732584;
HOVGÅRD BESLAG A/S;19742202;
GÅRDEJER/UDLEJER BIRGER BÆCH PEDERSEN;19744191;
AUTOOPHUGGEREN.DK;19746976;
CSF-DYNAMICS A/S;19757579;
Mulbjerg Kro;19788407;
KJÆRGAARD PAPRØR A/S;19791947;
GRIMSTRUP TØMRER OG SNEDKER V/LARS ERIK NIELSEN GRIMSTRUP;19831205;
Snåstrupgård v/ Christian Højgaard Weigelt;21044040;
AUT EL-INSTALLATØR PETER TVERGAARD;19901831;
CHR. LUND TRANSPORT A/S;21063983;
DELFIN VVS ApS;19914097;
HI CLEAN v / Heinrich Isaksen;21071072;
Salon Pegasus v/Charlotte Nielsen;19927849;
Akuzoma v/Leo Tronier;19968693;
JYDSK LØFTE- OG MASKINTEKNIK ApS;20042702;
SKØTTS BYGNINGSSNEDKERI A/S;20064072;
MØLGAARD DATA A/S;20100680;
Ristorante Bellini v/Ihsan Gøncü;20105186;
FROMSSEIER PLANTAGE A/S;20106107;
Aastrand Erhverv ApS;20118172;
EJENDOMSKONTORET V/JENS NIELSEN;20119918;
BIL CENTER SYD A/S;20122846;
LANDMAND TOMMY NIELSEN;20123974;
KAI HOVMANN NIELSENSFOND TIL ALMENE FORMÅL;21152390;
ApS AF 1. JANUAR 2002;20146400;
JOHN LUND LARSEN VVS/GAS ApS;21159409;
SCAPIN ApS;21173347;
Pizzahuset;21180734;
KIROPRAKTISK KLINIK. FREDERICIA ApS;20148039;
SCANENERGI A/S;21191809;
JENSEN & JENSEN FANØ ApS;21202800;
WACORE A/S;21203149;
Strikkenet.dk;20169230;
4B ApS;20204400;
BRANDTS AUTO ApS;20214449;
Udlejning v/Martin Krogh-Nielsen;21225576;
Hee Zone- og Helseklinik v/Hanne Jensen;20214740;
DANSEBAR ROSKILDE ApS;20219270;
INDUSTRIKOMPONENTER A/S;20222093;
Thorsen A/S;21250600;
BC MONTAGE ApS;20225130;
Konstant Net A/S;21262498;
ATPPD Kalvebod A/S;21264032;
Nr Lyndelse Vandværk a.m.b.a.;21280518;
FRESENIUS MEDICAL CARE DANMARK A/S;20247371;
Cafe Bella;20250372;
TANGE SKOVGÅRD;20254998;
BOSERUP EJENDOMSSELSKAB A/S;20265671;
TRADE POINT A/S DIRECT CONTAINER;20278196;
Vejstruplund A/S;20291230;
BISNODE D&B DANMARK A/S;20293098;
KIRK BYG ApS;20303670;
Grønbjerg Vandværk;20386010;
SKORSTENSFEJERMESTER MORTEN BJØRKLUND;20421991;
LÆGE KIRSTEN NØRGAARD;20462892;
BYENS VVS I/S;20467932;
My Le Sushi;20469234;
MØLGAARD EJVIND BJERG OLESEN;20498137;
Preben Susgaard;20507632;
INGENIØRGRUPPEN SYD. RÅDGIVENDE INGENIØRFIRMA ApS;20518782;
FHV. HOTELEJER DIREKTØR ADOLF ANDERSENS LEGAT;20531428;
SYNGENTA NORDICS A/S;20575778;
Boulevarden 5 I/S;20586397;
2CHASE ApS;20624736;
Cabana Living v/Marlene Knudsen;20665599;
GREEN STORAGE A/S;20665904;
ALBIS NORDICS & BALTICS AB;20678291;
Props Coffee Shop;21477036;
ROSKILDE STEN OG GRUS ApS;21491144;
DANISH SUPPLY CORPORATION A/S;20704470;
Skovgården v/Carsten Christensen;20713909;
Akkodis Edge Denmark A/S;21511870;
Hotel Himmelbjerget v/H Jørgensen og B Jørgensen.;20714697;
CARGLASS A/S;20718196;
GULDBORGSUND DYREHOSPITAL ApS;21530298;
Limo Group - Viborg Limousine Service;21532096;
ENERGI FYN BREDBÅND A/S;21536849;
Lægerne Smedegaarden I/S;21545244;
Der Kuhstall ApS;21571334;
MEDICINSK SPECIALLÆGEKLINIK V/TORBEN SEEFELDT;21577189;
Vognmand Michael Holst;21579009;
JBCS MINISERVICE;20723637;
HÅNDVÆRKSHJÆLPEN ApS;21591432;
Nakskov Fodpleje - Massage;20727586;
OLC PACK ApS;20728442;
LARS JEPPESEN;19516385;
INTERCOMP DANMARK ApS;19558843;
HENRIK THOMSENS AUTO V/HENRIK SALLING THOMSEN;20880937;
HOUBORG VANDVÆRK;20890355;
Danhostel Ringsted;21659770;
VINMONOPOLET ApS;21708607;
ADOBE SYSTEMS DANMARK ApS;20896884;
Edessa I/S;21728780;
IC GRUPPEN A/S;20907495;
DUEHOLM LANDBRUG A/S;20914343;
JANDERUP SMEDE- OG MASKINFOR RETNING A/S;20927933;
Pilegaard Entreprise;21759694;
KSK FASHION A/S;20943599;
Oluf I. Jensens Gaard A/S;20959940;
AMAGER EJENDOMSSERVICE ApS;20962194;
JANTZEN GROUP A/S;20963387;
LOKAL TRANSPORTEN ApS;21777870;
MORTEN KASTRUP HANSEN;20975903;
WIZARD 99. NØRRESUNDBY ApS;21800570;
FISK & frokost ApS;21801445;
Sønderjyske Ejendomme A/S;21804908;
JEGUM-VRØGUM VANDVÆRK;20978856;
Solteq Denmark A/S;21821284;
LEDET TKL ApS;21822876;
MV ENTREPRISE ApS;21825085;
LEM MØBELFABRIK A/S;21831573;
FORENINGEN LUNDE BRAND AF 1841;21831794;
T 138 POSEIDON A/S;21833592;
TANG BILER HOLSTEBRO A/S;20982705;
EDGAR MADSEN FISKEEKSPORT & FILETFABRIK A/S;20985801;
KAREN NIELSEN ApS;20999209;
STUBBERUP TØMRER- OG SNEDKERFORRETNING ApS;21000000;
KILDESØ ApS;21000272;
DANSK KAPELMESTERFORENING;21009016;
EYBYE & BROE V/CHRISTINA EYBYE BROE;21009547;
GENITO A/S SCANDINAVIAN TURNKEY DESIGN;21011401;
MUNK & IVERSEN ApS;21017043;
Lola Club Frederikshavn ApS;21043745;
STENSBORG A/S;21062693;
FONTAINE A/S;21064939;
NETSELSKABET ELVÆRK A/S;21085200;
H-byg-H v/ Henrik Harndahl;21085804;
CHEMISAFE A/S;21087246;
Øjenlæge Kristian Aasbjerg Andersen;21090735;
Allegion Denmark A/S;21093688;
FOUGAZ ApS;21098205;
JYSK ENERGI A/S;21105848;
VARDE FYSIOTERAPI V/LARS NIKOLAJSEN;21108278;
Shawarma Bar v/Mohaned Mohmoud Karzoun;22010697;
THORUPSTRAND FISKERI- OG OPHALINGSSPIL A.M.B.A.;21122416;
INGENIØRFORENINGENS MØDECENTER A/S;21139211;
M&E ENGINEERING A/S;21145378;
RICH. MÜLLER-FONDEN;22300016;
WILLIAM & HUGO EVERS FOND;22396110;
DET ARNSTEDTSKE FAMILIEFOND;22455613;
REJSELEGAT FOR MATEMATIKERE;22735217;
DIREKTØR JP LUND OG HUSTRU VILHELMINE BUGGES LEGAT (LUND/BUGGE FONDEN);22747428;
A.P. Møller og Hustru Chastine McKinney Møllers Familiefond;22759310;
INDEKS RETAIL A/S;21187399;
Ø Jølby Dyrlægerne I/S;21213292;
JANSSON KOMMUNIKATION A/S;23452715;
Torvekroen/Torvekroens Pølsevogn/Rolighed;21213535;
ARKITEKT KNUD ERIK MØLLER;23600455;
KALVEHAVE VANDVÆRK AMBA;21222593;
OSTERBERG SERVICE & TRADING A/S;21241091;
LYNGBY BOLIGSELSKAB;23994615;
HOTEL RANDERS A/S;24109828;
DKG ApS;21247286;
KAMSTRUP A/S;21248118;
FRITIDSKLUBBEN BLÆKSPRUTTEN;24194582;
TAXIVOGNMAND PALLE CHRISTENSEN;21257478;
GANDRUP BOFÆLLESSKAB;24197271;
Fonden Admiral J.B. Winterfeldts Stiftelse;21293210;
ALMINDELILLE UNGDOMSKLUB;24200272;
Selvejende Institution Kultur- & Fritidshuset;24200590;
Restaurant Hong Cheng v/Yong Jiu Chen;21296996;
STEENBEK TECHNIC A/S;21297100;
NORDJYLLANDS AMT AGGERSUNDBROEN;24202038;
Reederei Wichmann Rasmussem GmbH. NC 302 Helgoland;21307475;
SÆBY CENTRUM A.M.B.A.;24203530;
BYGGE OG FINANS A/S AF 1.4.1964;24207293;
FLEX TRIM A/S;24210944;
AL-2 TEKNIK A/S;24211118;
KAI DIGE BACH A/S;24211207;
GJEDVED EJENDOMME A/S;24213285;
Bodega Guldhornet;21314145;
EJENDOMSSELSKABET NØRREBROGADE 43 A/S;24213757;
POVL SØRENSEN A/S KLIPPE- & BUKKESERVICE;24213765;
GRIBSKOV INVENTARSNEDKERI A/S;24225119;
GULDBORGS REJEPILLERI ApS;24229122;
SELANDIA IMPORT SILKEBORG A/S;21317500;
MP MOTORCYKLER ApS;24240711;
Tovrupgaard Minkfarm v/Jørgen Mathiesen;21329398;
Ristorante Italia v/Matteo Polito;21336874;
GROSSERER HARALD JENSENS OG HUSTRUS FOND;24246175;
STIHL FILIAL AF DET SVENSKE SELSKAB ANDREAS STIHL NORDEN AB;24246388;
Tandlægerne Nordre Jernbanevej 36 3400 Hillerød I/S;24247260;
Bella Donna ApS;21350206;
CENTERFORENINGEN CITY 2;24254852;
CENTERFORENINGEN LYNGBY STORCENTER;24255301;
NORDDJURS BILCENTER v/Søren Jensen;21368547;
KAJ HANSENS FOND;21369411;
JENSEN & NØRGÅRD A/S;24698017;
JOHS.HANSEN FISKEEKSPORT V/FISKEEKSPORTØR THOMAS HANSEN;21372242;
BØGVAD v/Helle Bøgvad;21373834;
NAKSKOV BILCENTER ApS;21382132;
JØRGEN MØLLERS FOND;21392219;
SB service og LollandsNet;21405795;
SCANOTECH ApS;21416509;
G4S SPECIALISED SECURITY SERVICES A/S;25050827;
KROGSTRUP MØLLELAUG I/S;21418498;
KIROPRAKTORERNE WESTLOFT GLOSTRUP ApS;25067754;
AG Københavnsvej ApS;21420018;
ANLÆGSGARTNER FRANK HANSEN;21446378;
FARUP UNGDOMSKLUB;21453099;
Steffen Børgesen;21463876;
Kollemorten Tømrer & Snedker V/Jens Alfred Hansen;21473502;
Colas - Freiberg Grusgrave A/S;21494070;
GARTNERIET PEDERSEN A/S;21498092;
Shell Laurbjerg v/Henrik Skouboe;21515736;
STUBBERUP HYDRAULIC ApS;21526886;
FLIAS A/S;25125576;
JTH INVEST ApS;20796472;
CONSAFE LOGISTICS A/S;25129083;
Gårdejer Mads Jürgensen;25141644;
Lægeklinikken Thomas G. Christiansen og Xuan Nhat Ngo I/S;25143388;
REMA Etablering A/S;20861606;
K/S ASTORIA KØBENHAVN;25158938;
PIASTER REVISORERNE STATSAUTORISERET REVISIONSAKTIESELSKAB;25160037;
LYSDAHL v/ Martin Lysdahl;21623148;
VIKAR & TOLKESERVICE V/JYTTE OLESEN;21722375;
Fysioterapeut Finn Troels Thomsen;25163907;
I/S Andersen & Kaczmarek;21734381;
ROSTRA KOMMUNIKATION OG RESEARCH A/S;21748501;
THISTED ENTREPRENØRFORRETNING ApS;25193016;
Tømrerfirmaet Vestergaard A/S;21751200;
Beauty Flowers Hudpleje v/Lida Hosseini;21763934;
SOLO GRAFISK A/S;25211006;
Dolphis;21769649;
U.S. BILER ApS;21771783;
Dermalogica Aarhus ApS;21772739;
Engegård v/Peter Thorsen;21793078;
Roima Denmark A/S;21817198;
ANTEX PLAST A/S;21836044;
HOTELLINVEST DK 3 ApS;25241266;
HMHJ ApS;25246322;
Banqsoft Denmark A/S;25264800;
TMNIELSEN ApS;25272730;
SÆD AUTO SERVICE ALLAN CHRISTIANSEN A/S;25278267;
Nina Rønde Jewelry v/Nina Rønde;25283309;
Vinduespudseren V/Jens Hjorth Enevoldsen;25290984;
BENCON KEMI A/S;21852937;
All4Labels Denmark SB ApS;21855197;
IWA CONSULTING ApS;21857890;
ADVENT SOFTWARE ApS;21861235;
Venedig Pizzaria v/ Hüseyin Aydin;21863335;
Gartneriet Rostgaard/ Per Rostgaard Bystrup;21869635;
Kylling Express;21873934;
Svebølle Restaurant Parma&Pizzaria v/Selahattin Agirbas;25325583;
BECHS & ABC FLYTTEFORRETNING ApS;25327233;
Allan Kjær;25330390;
Domis Pakhusene 6 A/S;25334574;
Avarus;25339959;
Bechs Vine ApS;25342704;
Gartneriet Floragreen v/Rene Kjær Buus;21891436;
Rødding Vandværk;25346831;
DAMKILDE ApS;25347161;
Hereford Steak House V/Jan Sundberg;25347625;
Atalay Arikan;21901083;
Café Rica;21907030;
Feriebyens Grillperle v/Niels Bodholdt;25364902;
Gewitz Ejendomsservice;25366093;
Jørgen Clausen;21925640;
Den Gamle Gartners Datter v/Mona Schou;21934437;
Systems Engineering A/S;25390423;
Helles Smørrebrød;25392345;
EPIC COPENHAGEN ApS;25392620;
Fald Ind Pizza & Grill v/Ahmad Chebli;21939234;
DEN SELVEJENDE INSTITUTION SKOVBÆRGÅRDEN;21943800;
Öz Konya Kebab v/Matin Ghazi Hohamad Saleh;25439341;
ERHVERVSPARKEN DANIA A/S;25441966;
Tandlægehuset På Aastrupvej I/S;21970670;
Toldbodens Kiosk/Spillehal;21971995;
ULSTED EL-FORRETNING A/S;25448286;
ULRICHS TAXI - MIK GULDBRANDSEN;21980676;
Fysioterapien.dk;21985171;
SISTERS POINT A/S;25464133;
Rent Hjem Service;21990388;
SIMTECH CORPORATION ApS;25469321;
KIROPRAKTISK KLINIK KOLDING ApS;25469461;
ALLAN GRUE;22016687;
SMÅSKOLEN PETERSLYST RIDECENTER;22028634;
BYENS LÅSETEKNIK ApS;25471741;
Aal El-Net A M B A;22188410;
Skuldelev Vandværk A.M.B.A.;23313219;
Brumleby;25477715;
VERDO PRODUKTION A/S;25481984;
KRISTENSEN FUND & ASSET MANAGEMENT A/S;21153680;
Børglum Vandværk a.m.b.a.;23333856;
Ejendomsselskabet 6823 ApS;25486560;
MULTI TAG ENTREPRISE A/S;25487141;
Aktieselskabet af 04.06.1965;25487419;
Klippinge Vandværk;23485419;
Fyns Frisør & Kosmetikerlaug;23760819;
Maabjerg Energy Center - BioHeat&Power A/S;25495977;
PROFIL REKLAMEGAVER JÆGERSPRIS ApS;25503430;
DJE VESTERBRO 41-43 ApS;23926016;
A/S TRÆENGEN KJELLERUP;24170616;
Danalund Ungdomshus;25510658;
Ristorante Pizzeria Kim Anto v/Salim Nabil Eid;25511247;
Støtteforeningen Sorø Skovbørnehave;24192121;
NØRUP UNGDOMSKLUB;24194787;
MARKUS UNGDOMSKLUB;24198626;
E Fryland Transport v/Kenneth Fryland;25527526;
BOFÆLLESSKABET DR CHRISTIANSENSVEJ;24200922;
NORDJYLLANDS AMT HADSUNDBROEN;24202011;
NYBORG FORSYNING OG SERVICE A/S;25535456;
SST Fuelling Services I/S;24202151;
TM Byg v/Thomas Mogensen;25544951;
AABYBRO MASKINFABRIK A/S;24213315;
AMFITECH ApS;24231801;
Nomia Roskilde ApS;24241238;
NEUTRAL.COM A/S;24243192;
Sammenslutningn af Løsarbejdere ved Esbjerg Trafikhavn f.M.B.A.;24254321;
Bogbinder- og Kartonnagebranchens Sociale fond;25581458;
H.J. HANSEN RECYCLING A/S;24336212;
AXDIAL;25590201;
THYBO BILER ApS;25593871;
Seapeak Intuition A/S;25595009;
BEDTIME DIGITAL GAMES ApS;25599780;
Accounting Management v/Vince;25601998;
NØRUP PLANTESKOLE OG HAVECENTER ApS;25604164;
GEA FARM TECHNOLOGIES MULLERUP A/S;24379612;
Gerardus Johannes Josephus Sutman;24984435;
MAJAC INVEST ApS;25610695;
Thomas Jensen;24989372;
HAMILTON NORDIC DENMARK FILIAL AF HAMILTON NORDIC ABSVERIGE;25002652;
Landsforeningen af Nuværende og Tidligere Psykiatribrugere;25012615;
Egensøgård/ Jakob Krogh Andersen;25018044;
MS + Arkitekter ApS;25630750;
GK GRUPPEN ApS;25020995;
HMS FURNITURE GROUP OF DENMARK K/S;25641434;
Vestkystens algebehandling;25066235;
Cafeteriakroen v/Alice Sørensen;25653335;
BO BEDRE ERHVERV A/S;25653564;
Sandager Skovgård v/ Poul Martin Egdal;25076516;
MULTI ELECTRIC ApS;25654587;
Copenhagen Bus Travel ApS;25095987;
SOS TRANS A/S;25101421;
Lars Jensen;25660307;
ALU-COMP A/S;25660676;
Fonden For HenneKvongLunde LydumLønneNr. Nebel Og Ovtrup Sogne;25102827;
DFS/ZMA;25663950;
ENERGI FYN HANDEL A/S;25664132;
NIELGARD A/S;25664574;
Øland Service;25668081;
TANDLÆGERNE I TILST I/S;25671538;
Marselis Pizzeria Og Sandwich/ Noorandish Mamaghani Zadeh;25106024;
CEDRELA SHIPPING ApS;25112768;
Tandlægerne Gothersgade 39 ApS;25674170;
OSKAR PROPERTIES ApS;25113446;
DEN DANSKE EKSPORTSKOLES FOND;25684435;
ANLÆGSGARTNER GOTTLIEB A/S;25115279;
ILLER KLOAK OG ANLÆG ApS;25117255;
